geneid	ID	Kegg	Pubmed
1063744	lp_0372	No pathway found	[]
1063751	lp_0373	No pathway found	[]
1063752	lp_0423	{'lpl02010': 'ABC transporters', 'lpl02024': 'Quorum sensing'}	[]
1063754	lp_0432	No pathway found	[]
1063757	lp_0433	{'lpl00250': 'Alanine, aspartate and glutamate metabolism'}	[]
1063764	lp_0434	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1063765	lp_0435	No pathway found	[]
1063766	lp_0436	{'lpl00500': 'Starch and sucrose metabolism', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1063775	lp_0438	No pathway found	[]
1063776	lp_0439	{'lpl00500': 'Starch and sucrose metabolism', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1063777	lp_0441	No pathway found	[]
1063780	lp_0442	No pathway found	[]
1063787	lp_0443	No pathway found	[]
1063796	lp_0446	{'lpl00230': 'Purine metabolism'}	[]
1063798	lp_0447	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063799	lp_0448	No pathway found	[]
1063805	lp_0449	No pathway found	[]
1063807	lp_0450	No pathway found	[]
1063808	lp_0452	No pathway found	[]
1063828	lp_0454	{'lpl00450': 'Selenocompound metabolism', 'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1063830	lp_0455	No pathway found	[]
1063833	lp_0456	No pathway found	[]
1063853	lp_0457	No pathway found	[]
1063856	lp_0458	No pathway found	[]
1063857	lp_0459	No pathway found	[]
1063874	lp_0460	{'lpl00900': 'Terpenoid backbone biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063875	lp_0461	No pathway found	[]
1063883	lp_0463	No pathway found	[]
1063884	lp_0464	No pathway found	[]
1063885	lp_0466	No pathway found	[]
1063897	lp_0467	{'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1063898	lp_0469	{'lpl01130': 'Biosynthesis of antibiotics', 'lpl01501': 'beta-Lactam resistance'}	[]
1063904	lp_0471	{'lpl00030': 'Pentose phosphate pathway', 'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1063906	lp_0472	No pathway found	[]
1063915	lp_0473	No pathway found	[]
1063917	lp_0475	No pathway found	[]
1063918	lp_0476	No pathway found	[]
1063926	lp_0477	No pathway found	[]
1063925	lp_0479	No pathway found	[]
1063927	lp_0480	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03020': 'RNA polymerase'}	[]
1063928	lp_0481	{'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063934	lp_0502	No pathway found	[]
1063831	lp_0505	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1063697	lp_0506	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1063734	lp_0507	No pathway found	[]
1063736	lp_0509	No pathway found	[]
1063760	lp_0510	{'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1063655	lp_0511	{'lpl03018': 'RNA degradation'}	['23214257', '16677028', '11071455', '10923413', '10202890', '9650760', '9100576', '9137884', '9237238', '8875892']
1063718	lp_0512	{'lpl03010': 'Ribosome'}	[]
1063671	lp_0513	No pathway found	['29789121', '29656111', '29191591', '29174716', '29106857', '29088299', '29037901', '29036181', '29030599', '28981958']
1063651	lp_0514	No pathway found	[]
1063652	lp_0515	No pathway found	['29156680', '28259942', '26740055', '25586139', '23973289', '23673116', '22998747', '21737612', '21559832', '20377414']
1063650	lp_0516	No pathway found	['23832814', '23454386', '21057050', '12620867']
1063640	lp_0517	No pathway found	['28224917', '27639281', '26661205', '25375135', '23130658', '19383258', '19233845', '19036852', '19033470', '17378938']
1063642	lp_0518	{'lpl00300': 'Lysine biosynthesis', 'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01502': 'Vancomycin resistance'}	['28224917', '27639281', '26661205', '25375135', '23130658', '19383258', '19233845', '19036852', '19033470', '17378938']
1063636	lp_0520	{'lpl03018': 'RNA degradation'}	['29702237', '29584411', '29502249', '29495548', '29382576', '29243970', '29088702', '29020605', '28972104', '28910323']
1063621	lp_0522	{'lpl00770': 'Pantothenate and CoA biosynthesis'}	['29860718', '29849128', '29844578', '29774099', '29769345', '29769307', '29759113', '29756124', '29750568', '29725502']
1063635	lp_0523	{'lpl00473': 'D-Alanine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01502': 'Vancomycin resistance'}	['28814533', '27752918', '26083388', '25692238', '24692394', '23750655', '22197700', '21536149', '20385601', '19716792']
1063631	lp_0524	No pathway found	['11986314', '9454755', '7592909']
1063610	lp_0527	{'lpl00240': 'Pyrimidine metabolism', 'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl01100': 'Metabolic pathways'}	['29858080', '29805651', '29741779', '29731364', '29688621', '29549048', '29541230', '29514826', '29483571', '29445118']
1063613	lp_0528	{'lpl00220': 'Arginine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01210': '2-Oxocarboxylic acid metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	['26073698', '20051645', '18204824', '16847439', '12925742', '10407191', '7590751']
1063612	lp_0529	{'lpl00220': 'Arginine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01210': '2-Oxocarboxylic acid metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	['26184839', '21163535', '17519962', '16499690', '11520344']
1063602	lp_0530	{'lpl00220': 'Arginine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01210': '2-Oxocarboxylic acid metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	['9560221', '9325318', '8521393', '7929589', '8208556']
1063601	lp_0531	{'lpl00220': 'Arginine biosynthesis', 'lpl00300': 'Lysine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01210': '2-Oxocarboxylic acid metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1063604	lp_0532	{'lpl00220': 'Arginine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	['29864281', '29863959', '29863252', '29855157', '29854286', '29849798', '29848781', '29846670', '29845210', '29842991']
1063603	lp_0533	No pathway found	['25912688', '20133783', '15906372', '11753388', '10707908', '10556055', '10331981', '7477317']
1063549	lp_0535	No pathway found	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1063548	lp_0536	No pathway found	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1063542	lp_0537	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	['28103835', '27544718', '27199457', '25258334', '25227149', '24770546', '23443263', '23169394', '22876573', '22854039']
1062856	lp_0538	No pathway found	[]
1062943	lp_0539	{'lpl03420': 'Nucleotide excision repair'}	[]
1062809	lp_0540	No pathway found	[]
1062844	lp_0541	No pathway found	[]
1062944	lp_0542	No pathway found	[]
1062769	lp_0543	No pathway found	[]
1062792	lp_0545	No pathway found	[]
1062860	lp_0546	{'lpl00230': 'Purine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062667	lp_0547	No pathway found	[]
1062703	lp_0548	No pathway found	[]
1062816	lp_0549	No pathway found	[]
1062656	lp_0550	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1062631	lp_0551	No pathway found	[]
1062768	lp_0552	No pathway found	[]
1061107	lp_0555	No pathway found	[]
1063523	lp_0556	No pathway found	[]
1063522	lp_0557	No pathway found	[]
1063521	lp_0558	No pathway found	[]
1063517	lp_0559	No pathway found	[]
1063512	lp_0561	{'lpl00330': 'Arginine and proline metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	['28638980', '27819220', '27795899', '27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967']
1063510	lp_0562	{'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01130': 'Biosynthesis of antibiotics'}	['28638980', '27819220', '27795899', '27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967']
1063508	lp_0563	No pathway found	[]
1063499	lp_0564	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063498	lp_0565	{'lpl00760': 'Nicotinate and nicotinamide metabolism', 'lpl01100': 'Metabolic pathways'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063497	lp_0566	{'lpl00760': 'Nicotinate and nicotinamide metabolism', 'lpl01100': 'Metabolic pathways'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063488	lp_0568	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063487	lp_0569	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063485	lp_0570	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063478	lp_0571	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00270': 'Cysteine and methionine metabolism', 'lpl00300': 'Lysine biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063477	lp_0572	{'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01230': 'Biosynthesis of amino acids'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063476	lp_0574	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063467	lp_0575	{'lpl00051': 'Fructose and mannose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl02060': 'Phosphotransferase system (PTS)'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063464	lp_0576	{'lpl00051': 'Fructose and mannose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl02060': 'Phosphotransferase system (PTS)'}	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063463	lp_0583	No pathway found	['27542599', '27525886', '27188424', '27159279', '27038171', '26547898', '26223967', '25831041', '25445653', '25318583']
1063456	lp_0585	No pathway found	['29774473', '29759374', '29732327', '29703132', '29693452', '29642269', '29599086', '29521475', '29515095', '29503637']
1063454	lp_0586	{'lpl00051': 'Fructose and mannose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1063445	lp_0587	{'lpl00051': 'Fructose and mannose metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl02060': 'Phosphotransferase system (PTS)'}	[]
1063442	lp_0588	{'lpl00061': 'Fatty acid biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01212': 'Fatty acid metabolism'}	[]
1063441	lp_0589	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1063433	lp_0590	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1063429	lp_0591	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1063428	lp_0592	{'lpl00061': 'Fatty acid biosynthesis', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01212': 'Fatty acid metabolism'}	[]
1063425	lp_0593	No pathway found	[]
1063416	lp_0594	No pathway found	[]
1063415	lp_0595	No pathway found	['29855712', '29852244', '29849783', '29845318', '29813186', '29807068', '29802197', '29798846', '29792849', '29791207']
1063414	lp_0597	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00260': 'Glycine, serine and threonine metabolism', 'lpl00680': 'Methane metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1063406	lp_0600	No pathway found	[]
1063405	lp_0601	No pathway found	['29863058', '29860113', '29860112', '29851395', '29844634', '29803847', '29795402', '29788454', '29781422', '29779265']
1063404	lp_0602	{'lpl00030': 'Pentose phosphate pathway', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	['7769615']
1063391	lp_0603	No pathway found	[]
1063382	lp_0604	{'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063369	lp_0606	No pathway found	[]
1063368	lp_0607	No pathway found	[]
1063367	lp_0609	{'lpl00970': 'Aminoacyl-tRNA biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1063361	lp_0610	{'lpl00970': 'Aminoacyl-tRNA biosynthesis'}	[]
1063360	lp_0611	No pathway found	[]
1063356	lp_0612	No pathway found	[]
1063353	lp_0613	No pathway found	[]
1063344	lp_0614	No pathway found	[]
1063343	lp_0616	{'lpl02024': 'Quorum sensing', 'lpl03060': 'Protein export', 'lpl03070': 'Bacterial secretion system'}	[]
1063333	lp_0617	No pathway found	[]
1063331	lp_0618	No pathway found	[]
1063323	lp_0619	{'lpl03010': 'Ribosome'}	[]
1063320	lp_0620	{'lpl03010': 'Ribosome'}	[]
1063316	lp_0621	{'lpl03010': 'Ribosome'}	[]
1063312	lp_0622	{'lpl03010': 'Ribosome'}	[]
1063306	lp_0688	No pathway found	[]
1063304	lp_0689	No pathway found	[]
1063302	lp_0690	{'lpl01503': 'Cationic antimicrobial peptide (CAMP) resistance', 'lpl02020': 'Two-component system'}	[]
1063295	lp_0691	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism'}	[]
1063294	lp_0692	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063292	lp_0693	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1063291	lp_0694	No pathway found	[]
1062721	lp_0695	No pathway found	[]
1062720	lp_0696	No pathway found	[]
1062718	lp_0698	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03030': 'DNA replication', 'lpl03430': 'Mismatch repair', 'lpl03440': 'Homologous recombination'}	[]
1062714	lp_0699	No pathway found	[]
1062713	lp_0700	{'lpl03440': 'Homologous recombination'}	[]
1062712	lp_0701	No pathway found	[]
1062706	lp_0703	{'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways'}	[]
1062704	lp_0704	No pathway found	[]
1062701	lp_0705	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03030': 'DNA replication', 'lpl03430': 'Mismatch repair', 'lpl03440': 'Homologous recombination'}	[]
1062695	lp_0706	No pathway found	[]
1062694	lp_0707	No pathway found	[]
1062693	lp_0708	{'lpl00061': 'Fatty acid biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1062685	lp_0710	{'lpl00440': 'Phosphonate and phosphinate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments'}	[]
1062683	lp_0711	{'lpl00440': 'Phosphonate and phosphinate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments'}	[]
1062682	lp_0712	{'lpl02010': 'ABC transporters'}	[]
1062663	lp_0713	{'lpl02010': 'ABC transporters'}	[]
1062661	lp_0714	{'lpl02010': 'ABC transporters'}	[]
1062653	lp_0715	{'lpl02010': 'ABC transporters'}	[]
1062652	lp_0717	No pathway found	[]
1062644	lp_0718	No pathway found	[]
1062643	lp_0720	No pathway found	[]
1062635	lp_0721	No pathway found	[]
1062633	lp_0723	No pathway found	[]
1062632	lp_0725	No pathway found	[]
1062615	lp_0726	No pathway found	[]
1062581	lp_0727	No pathway found	[]
11933296	lp_0728	{'lpl03018': 'RNA degradation'}	['29773136', '29729282', '29717568', '29426480', '29423652', '29420632', '29390990', '29353011', '29327678', '29238872']
1062580	lp_0729	No pathway found	[]
1062578	lp_0730	No pathway found	[]
1062573	lp_0733	{'lpl02010': 'ABC transporters', 'lpl02020': 'Two-component system'}	[]
1062572	lp_0734	No pathway found	[]
1062571	lp_0735	No pathway found	[]
1062568	lp_0737	No pathway found	[]
1062563	lp_0739	{'lpl02024': 'Quorum sensing', 'lpl03060': 'Protein export', 'lpl03070': 'Bacterial secretion system'}	[]
1062562	lp_0742	No pathway found	[]
1062556	lp_0743	{'lpl02020': 'Two-component system'}	[]
1062555	lp_0744	{'lpl02020': 'Two-component system'}	[]
1062554	lp_0746	{'lpl02010': 'ABC transporters', 'lpl02020': 'Two-component system'}	[]
1062548	lp_0747	{'lpl02010': 'ABC transporters'}	[]
1062546	lp_0748	{'lpl02010': 'ABC transporters'}	[]
1062535	lp_0749	{'lpl02010': 'ABC transporters'}	[]
1062530	lp_0750	{'lpl02010': 'ABC transporters'}	[]
1062529	lp_0751	No pathway found	[]
1062522	lp_0752	No pathway found	[]
1062496	lp_0753	No pathway found	[]
1062490	lp_0754	No pathway found	[]
1062489	lp_0755	No pathway found	[]
1062488	lp_0756	{'lpl00564': 'Glycerophospholipid metabolism', 'lpl01110': 'Biosynthesis of secondary metabolites'}	[]
1062482	lp_0757	{'lpl00040': 'Pentose and glucuronate interconversions', 'lpl00052': 'Galactose metabolism', 'lpl00500': 'Starch and sucrose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1062481	lp_0758	No pathway found	[]
1062480	lp_0761	{'lpl00450': 'Selenocompound metabolism'}	[]
1062475	lp_0762	No pathway found	[]
1062474	lp_0763	No pathway found	[]
1062473	lp_0764	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00030': 'Pentose phosphate pathway', 'lpl00052': 'Galactose metabolism', 'lpl00230': 'Purine metabolism', 'lpl00500': 'Starch and sucrose metabolism', 'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl00521': 'Streptomycin biosynthesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
1062466	lp_0765	No pathway found	[]
1062465	lp_0766	No pathway found	[]
1062461	lp_0769	{'lpl01502': 'Vancomycin resistance', 'lpl02020': 'Two-component system'}	[]
1062456	lp_0770	No pathway found	[]
1062455	lp_0771	No pathway found	[]
1062454	lp_0772	{'lpl03420': 'Nucleotide excision repair'}	[]
1062448	lp_0773	{'lpl03420': 'Nucleotide excision repair'}	[]
1062447	lp_0774	{'lpl00270': 'Cysteine and methionine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01230': 'Biosynthesis of amino acids', 'lpl02024': 'Quorum sensing'}	[]
1062440	lp_0775	{'lpl00220': 'Arginine biosynthesis', 'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062439	lp_0776	{'lpl00220': 'Arginine biosynthesis', 'lpl00250': 'Alanine, aspartate and glutamate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062430	lp_0778	No pathway found	[]
1062429	lp_0779	No pathway found	[]
1062427	lp_0780	No pathway found	[]
1062420	lp_0781	No pathway found	[]
1062417	lp_0783	{'lpl02024': 'Quorum sensing'}	[]
1062415	lp_0785	No pathway found	[]
1062407	lp_0786	No pathway found	[]
1062405	lp_0787	{'lpl02020': 'Two-component system'}	[]
1062404	lp_0788	No pathway found	[]
1062403	lp_0789	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062396	lp_0790	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062395	lp_0791	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00051': 'Fructose and mannose metabolism', 'lpl00562': 'Inositol phosphate metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids'}	[]
1062394	lp_0792	{'lpl00010': 'Glycolysis / Gluconeogenesis', 'lpl00680': 'Methane metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01110': 'Biosynthesis of secondary metabolites', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01130': 'Biosynthesis of antibiotics', 'lpl01200': 'Carbon metabolism', 'lpl01230': 'Biosynthesis of amino acids', 'lpl03018': 'RNA degradation'}	[]
1062391	lp_0793	No pathway found	[]
1062388	lp_0794	No pathway found	[]
1062385	lp_0795	{'lpl02024': 'Quorum sensing', 'lpl03060': 'Protein export', 'lpl03070': 'Bacterial secretion system'}	[]
1062383	lp_0796	No pathway found	[]
1062381	lp_0797	{'lpl03018': 'RNA degradation'}	[]
1062379	lp_0799	No pathway found	[]
1062373	lp_0802	No pathway found	[]
1062371	lp_0803	No pathway found	[]
1062370	lp_0804	No pathway found	[]
1062364	lp_0805	No pathway found	[]
1062363	lp_0806	{'lpl03410': 'Base excision repair'}	[]
11933297	lp_0807	{'lpl00430': 'Taurine and hypotaurine metabolism', 'lpl00620': 'Pyruvate metabolism', 'lpl00640': 'Propanoate metabolism', 'lpl00680': 'Methane metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01120': 'Microbial metabolism in diverse environments', 'lpl01200': 'Carbon metabolism'}	[]
1062356	lp_0809	No pathway found	[]
1062355	lp_0810	No pathway found	[]
1062354	lp_0811	{'lpl00230': 'Purine metabolism', 'lpl00240': 'Pyrimidine metabolism', 'lpl01100': 'Metabolic pathways', 'lpl03030': 'DNA replication', 'lpl03430': 'Mismatch repair', 'lpl03440': 'Homologous recombination'}	[]
1062353	lp_0812	{'lpl03410': 'Base excision repair'}	[]
1062348	lp_0813	No pathway found	[]
1062347	lp_0814	{'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl00550': 'Peptidoglycan biosynthesis', 'lpl01100': 'Metabolic pathways'}	[]
1062346	lp_0815	No pathway found	[]
1062323	lp_0816	No pathway found	[]
1062322	lp_0817	No pathway found	[]
1061498	lp_0818	No pathway found	[]
1061822	lp_0819	No pathway found	[]
1062211	lp_0820	{'lpl00520': 'Amino sugar and nucleotide sugar metabolism', 'lpl01100': 'Metabolic pathways', 'lpl01130': 'Biosynthesis of antibiotics'}	[]
